"","sparse","dense"
"1",0.808408593322386,0.0444444444444444
"2",0.768554910002278,0.23202614379085
"3",0.822765638241829,0.0681818181818182
"4",0.756485260770975,0.0652173913043478
"5",0.821747017970039,0.135416666666667
"6",0.749636552440291,0.1
"7",0.791110402494331,0.0319148936170213
"8",0.776798741382075,0.19811320754717
"9",0.731071019473081,0.0425531914893617
"10",0.788773572106905,0.143790849673203
"11",0.792815957190957,0.108695652173913
"12",0.77883707201889,0.106884057971015
"13",0.828894488595981,0.0217391304347826
"14",0.763244895918163,0.113333333333334
"15",0.79226222120959,0.14
"16",0.768019323671498,0.0816326530612245
"17",0.727230802230802,0.102040816326531
"18",0.717699984284143,0.151111111111112
"19",0.777044659671778,0.16
"20",0.778761061946903,0.108695652173913
"21",0.771775368237632,0
"22",0.797644242882338,0.0208333333333333
"23",0.775027605244996,0.189542483660131
"24",0.815042451088963,0.163333333333334
"25",0.75989010989011,0.0760869565217391
"26",0.812505087505087,0.08
"27",0.784944486184156,0.179245283018868
"28",0.779009262342596,0.15625
"29",0.743891073248871,0
"30",0.771082251082251,0.218954248366013
"31",0.792293906810036,0.0227272727272727
"32",0.752007936507936,0.155797101449275
"33",0.752660619803477,0.127659574468085
"34",0.785471599107963,0.209935897435898
"35",0.757139216542886,0.183006535947713
"36",0.779099348072562,0.228395061728395
"37",0.78296626984127,0.122448979591837
"38",0.828677317885951,0.0777777777777778
"39",0.737162698412698,0.292397660818714
"40",0.740226757369615,0.170212765957447
"41",0.821483440801623,0.278846153846154
"42",0.778022594689261,0.156862745098039
"43",0.757509992465745,0.114583333333333
"44",0.739430351579884,0.0681818181818182
"45",0.753130511463845,0.1875
"46",0.753294399520815,0.127659574468085
"47",0.81325687662897,0.106382978723404
"48",0.794061185727852,0.1
"49",0.788555505796885,0.06
"50",0.803112760255617,0.0681818181818182
"51",0.77945087945088,0.159722222222222
"52",0.786815476190476,0.0797101449275363
"53",0.789979231568017,0.0326086956521739
"54",0.735381593714927,0.0729166666666667
"55",0.781582204747342,0.0634920634920636
"56",0.780692276910764,0.274691358024691
"57",0.797561327561328,0.106382978723404
"58",0.783714515572923,0.12
"59",0.738690476190476,0.0666666666666667
"60",0.765970481759955,0.186666666666667
"61",0.812811960352944,0.0227272727272727
"62",0.760984688860795,0.0869565217391304
"63",0.782701557701558,0.0425531914893617
"64",0.79357896282675,0.0625
"65",0.779442239858906,0.170212765957447
"66",0.776312026312026,0.0777777777777778
"67",0.77265093537415,0.0365853658536585
"68",0.796610692175208,0.0454545454545455
"69",0.750253232606174,0.145833333333333
"70",0.792846064696458,0.0833333333333333
"71",0.785221191062312,0.074468085106383
"72",0.740385175476919,0.0555555555555556
"73",0.793702413214608,0.17687074829932
"74",0.749996220710506,0.0454545454545455
"75",0.797128851540616,0.0434782608695652
"76",0.773303480413572,0.0434782608695652
"77",0.772639397639398,0.19
"78",0.795854563332439,0.0944444444444446
"79",0.795291551882461,0.0851063829787234
"80",0.824457222167146,0.0918367346938776
"81",0.818744354110208,0.320987654320988
"82",0.782048118029426,0.122448979591837
"83",0.794353177686511,0.177083333333333
"84",0.791927542621987,0.176282051282052
"85",0.79290462623796,0.117021276595745
"86",0.77333986767949,0.153061224489796
"87",0.747229927569733,0.183006535947713
"88",0.715585122938064,0.0465116279069767
"89",0.77578320802005,0.125
"90",0.772475369458128,0.111111111111111
"91",0.795836876417233,0.0952380952380952
"92",0.772962962962963,0.09375
"93",0.768067002442002,0.111111111111111
"94",0.792242181494518,0.205882352941176
"95",0.761988062442608,0.128205128205128
"96",0.782760524499655,0.12
"97",0.792467118491709,0.0888888888888889
"98",0.751817042606516,0.0869565217391304
"99",0.779461170142988,0.117021276595745
"100",0.764183874139626,0.112244897959184
